source,local_index,parent id,domain,Daya Ilokusi,Jenis Ujaran
ibrohim budi,11973,8009,neutral,assertive,neutral
ibrohim budi,11974,9912,porn,directive,immoral
ibrohim budi,11975,10705,neutral,expressive,neutral
ibrohim budi,11976,12210,neutral,expressive,neutral
ibrohim budi,11977,11847,neutral,assertive,neutral
ibrohim budi,11978,12402,neutral,expressive,defamation
ibrohim budi,11979,10762,neutral,expressive,neutral
ibrohim budi,11980,8037,neutral,directive,neutral
ibrohim budi,11981,12174,religion,assertive,neutral
ibrohim budi,11982,12544,religion,assertive,neutral
ibrohim budi,11983,8189,religion,expressive,hate speech
ibrohim budi,11984,8564,neutral,assertive,neutral
ibrohim budi,11985,8941,religion,directive,neutral
ibrohim budi,11986,10060,neutral,assertive,neutral
ibrohim budi,11987,8360,neutral,assertive,neutral
ibrohim budi,11988,10324,neutral,assertive,neutral
ibrohim budi,11989,7879,neutral,assertive,neutral
ibrohim budi,11990,4865,neutral,expressive,defamation
ibrohim budi,11991,9303,neutral,assertive,neutral
ibrohim budi,11992,11476,neutral,expressive,defamation
ibrohim budi,11993,8280,neutral,assertive,neutral
ibrohim budi,11994,10136,neutral,expressive,neutral
ibrohim budi,11995,6812,neutral,assertive,neutral
ibrohim budi,11996,4158,neutral,expressive,defamation
ibrohim budi,11997,8215,neutral,assertive,neutral
ibrohim budi,11998,12271,ethnicity,assertive,neutral
ibrohim budi,11999,12030,neutral,expressive,defamation
ibrohim budi,12000,12849,neutral,assertive,neutral
ibrohim budi,12001,11343,neutral,assertive,neutral
ibrohim budi,12002,7253,neutral,assertive,neutral
ibrohim budi,12003,6986,neutral,assertive,neutral
ibrohim budi,12004,9513,neutral,assertive,neutral
ibrohim budi,12005,8157,neutral,assertive,neutral
ibrohim budi,12006,11204,religion,assertive,neutral
ibrohim budi,12007,3276,neutral,assertive,neutral
ibrohim budi,12008,11273,porn,assertive,immoral
ibrohim budi,12009,9751,religion,expressive,hate speech
ibrohim budi,12010,4389,neutral,expressive,defamation
ibrohim budi,12011,8821,neutral,assertive,neutral
ibrohim budi,12012,3540,neutral,assertive,neutral
ibrohim budi,12013,9320,neutral,assertive,neutral
ibrohim budi,12014,9937,neutral,expressive,defamation
ibrohim budi,12015,6981,neutral,assertive,neutral
ibrohim budi,12016,4067,neutral,assertive,neutral
ibrohim budi,12017,7326,neutral,expressive,neutral
ibrohim budi,12018,747,religion,assertive,neutral
ibrohim budi,12019,9233,neutral,assertive,neutral
ibrohim budi,12020,9291,neutral,assertive,neutral
ibrohim budi,12021,6461,neutral,expressive,neutral
ibrohim budi,12022,6342,neutral,expressive,neutral
ibrohim budi,12023,1389,nationality,expressive,hate speech
ibrohim budi,12024,980,religion,expressive,hate speech
ibrohim budi,12025,2081,neutral,assertive,neutral
ibrohim budi,12026,9675,religion,directive,neutral
ibrohim budi,12027,7383,neutral,directive,neutral
ibrohim budi,12028,14631,neutral,directive,neutral
ibrohim budi,12029,10218,religion,assertive,neutral
ibrohim budi,12030,8130,neutral,expressive,defamation
ibrohim budi,12031,10611,neutral,assertive,neutral
ibrohim budi,12032,8207,neutral,assertive,neutral
ibrohim budi,12033,8673,neutral,expressive,defamation
ibrohim budi,12034,7921,neutral,assertive,neutral
ibrohim budi,12035,731,religion,assertive,neutral
ibrohim budi,12036,12878,religion,expressive,neutral
ibrohim budi,12037,9103,neutral,directive,neutral
ibrohim budi,12038,9960,religion,expressive,hate speech
ibrohim budi,12039,7011,neutral,assertive,neutral
ibrohim budi,12040,12795,neutral,assertive,neutral
ibrohim budi,12041,10699,neutral,assertive,neutral
ibrohim budi,12042,3518,neutral,expressive,defamation
ibrohim budi,12043,6758,neutral,assertive,neutral
ibrohim budi,12044,11063,neutral,expressive,defamation
ibrohim budi,12045,11275,neutral,assertive,neutral
ibrohim budi,12046,4446,neutral,assertive,neutral
ibrohim budi,12047,12291,neutral,assertive,neutral
ibrohim budi,12048,7126,religion,assertive,neutral
ibrohim budi,12049,12365,neutral,assertive,neutral
ibrohim budi,12050,12191,neutral,assertive,neutral
ibrohim budi,12051,12724,religion,assertive,neutral
ibrohim budi,12052,12672,neutral,assertive,neutral
ibrohim budi,12053,8036,neutral,directive,neutral
ibrohim budi,12054,6744,neutral,assertive,neutral
ibrohim budi,12055,9498,neutral,assertive,neutral
ibrohim budi,12056,8433,neutral,assertive,neutral
ibrohim budi,12057,6773,neutral,expressive,defamation
ibrohim budi,12058,9855,ethnicity,expressive,neutral
ibrohim budi,12059,10359,neutral,expressive,neutral
ibrohim budi,12060,6353,neutral,assertive,neutral
ibrohim budi,12061,14632,neutral,expressive,neutral
ibrohim budi,12062,12945,neutral,assertive,neutral
ibrohim budi,12063,5983,neutral,expressive,neutral
ibrohim budi,12064,9086,porn,assertive,immoral
ibrohim budi,12065,5994,neutral,assertive,neutral
ibrohim budi,12066,12870,ethnicity,directive,hate speech
ibrohim budi,12067,12229,neutral,assertive,neutral
ibrohim budi,12068,10479,neutral,assertive,neutral
ibrohim budi,12069,12734,neutral,assertive,neutral
ibrohim budi,12070,10417,neutral,expressive,neutral
ibrohim budi,12071,3678,neutral,assertive,neutral
ibrohim budi,12072,6155,neutral,assertive,neutral
ibrohim budi,12073,11766,religion,assertive,neutral
ibrohim budi,12074,11072,neutral,expressive,neutral
ibrohim budi,12075,6134,neutral,assertive,neutral
ibrohim budi,12076,12913,neutral,assertive,neutral
ibrohim budi,12077,10607,neutral,assertive,neutral
ibrohim budi,12078,6255,ethnicity,assertive,neutral
ibrohim budi,12079,10403,neutral,expressive,neutral
ibrohim budi,12080,6303,neutral,assertive,neutral
ibrohim budi,12081,12732,neutral,assertive,neutral
ibrohim budi,12082,6688,neutral,assertive,neutral
ibrohim budi,12083,6864,neutral,assertive,neutral
ibrohim budi,12084,11348,neutral,assertive,neutral
ibrohim budi,12085,14633,neutral,assertive,neutral
ibrohim budi,12086,10509,neutral,assertive,neutral
ibrohim budi,12087,6814,neutral,assertive,neutral
ibrohim budi,12088,8277,neutral,expressive,neutral
ibrohim budi,12089,7089,neutral,assertive,neutral
ibrohim budi,12090,7093,neutral,assertive,neutral
ibrohim budi,12091,6031,neutral,assertive,neutral
ibrohim budi,12092,11391,neutral,assertive,neutral
ibrohim budi,12093,12006,neutral,assertive,neutral
ibrohim budi,12094,11324,neutral,assertive,neutral
ibrohim budi,12095,10698,neutral,expressive,neutral
ibrohim budi,12096,9816,religion,assertive,neutral
ibrohim budi,12097,8651,neutral,assertive,neutral
ibrohim budi,12098,9232,neutral,assertive,neutral
ibrohim budi,12099,10918,neutral,assertive,neutral
ibrohim budi,12100,2745,neutral,expressive,defamation
ibrohim budi,12101,1429,neutral,expressive,defamation
ibrohim budi,12102,1317,religion,expressive,hate speech
ibrohim budi,12103,14634,neutral,expressive,neutral
ibrohim budi,12104,11059,neutral,expressive,neutral
ibrohim budi,12105,9158,neutral,assertive,neutral
ibrohim budi,12106,10154,neutral,assertive,neutral
ibrohim budi,12107,9576,neutral,assertive,neutral
ibrohim budi,12108,1264,religion,expressive,hate speech
ibrohim budi,12109,10167,neutral,assertive,neutral
ibrohim budi,12110,12460,religion,expressive,hate speech
ibrohim budi,12111,12377,religion,assertive,neutral
ibrohim budi,12112,11664,religion,expressive,hate speech
ibrohim budi,12113,9534,religion,assertive,neutral
ibrohim budi,12114,6279,neutral,assertive,neutral
ibrohim budi,12115,7246,religion,assertive,neutral
ibrohim budi,12116,10796,neutral,expressive,defamation
ibrohim budi,12117,5502,neutral,expressive,defamation
ibrohim budi,12118,7717,neutral,assertive,neutral
ibrohim budi,12119,9211,neutral,assertive,neutral
ibrohim budi,12120,10454,neutral,expressive,neutral
ibrohim budi,12121,6796,neutral,directive,neutral
ibrohim budi,12122,12741,neutral,assertive,neutral
ibrohim budi,12123,8188,neutral,assertive,neutral
ibrohim budi,12124,10916,neutral,assertive,neutral
ibrohim budi,12125,11907,porn,assertive,immoral
ibrohim budi,12126,11274,neutral,assertive,neutral
ibrohim budi,12127,1117,ethnicity,expressive,hate speech
ibrohim budi,12128,11599,ethnicity,assertive,neutral
ibrohim budi,12129,11676,neutral,expressive,defamation
ibrohim budi,12130,11852,neutral,expressive,neutral
ibrohim budi,12131,1910,neutral,directive,defamation
ibrohim budi,12132,14635,religion,directive,neutral
ibrohim budi,12133,7935,ethnicity,assertive,neutral
ibrohim budi,12134,10553,neutral,assertive,neutral
ibrohim budi,12135,6208,neutral,assertive,neutral
ibrohim budi,12136,12988,neutral,assertive,neutral
ibrohim budi,12137,11191,neutral,assertive,neutral
ibrohim budi,12138,9658,neutral,expressive,neutral
ibrohim budi,12139,11930,religion,directive,neutral
ibrohim budi,12140,7957,neutral,assertive,neutral
ibrohim budi,12141,499,religion,directive,hate speech
ibrohim budi,12142,9755,neutral,assertive,neutral
ibrohim budi,12143,7678,neutral,expressive,defamation
ibrohim budi,12144,12461,neutral,expressive,neutral
ibrohim budi,12145,7820,neutral,expressive,neutral
ibrohim budi,12146,9994,religion,assertive,neutral
ibrohim budi,12147,10176,neutral,expressive,neutral
ibrohim budi,12148,11061,neutral,expressive,neutral
ibrohim budi,12149,9230,neutral,assertive,neutral
ibrohim budi,12150,11424,neutral,assertive,neutral
ibrohim budi,12151,14636,religion,directive,neutral
ibrohim budi,12152,8672,neutral,directive,neutral
ibrohim budi,12153,9252,neutral,directive,neutral
ibrohim budi,12154,8254,neutral,assertive,neutral
ibrohim budi,12155,8912,porn,expressive,immoral
ibrohim budi,12156,6374,neutral,assertive,neutral
ibrohim budi,12157,316,religion,expressive,hate speech
ibrohim budi,12158,10103,neutral,assertive,neutral
ibrohim budi,12159,6718,neutral,expressive,neutral
ibrohim budi,12160,9025,neutral,expressive,neutral
ibrohim budi,12161,14637,neutral,expressive,neutral
ibrohim budi,12162,8266,religion,assertive,neutral
ibrohim budi,12163,6037,neutral,assertive,neutral
ibrohim budi,12164,8995,porn,assertive,immoral
ibrohim budi,12165,3790,neutral,assertive,neutral
ibrohim budi,12166,3480,neutral,assertive,neutral
ibrohim budi,12167,7539,neutral,assertive,neutral
ibrohim budi,12168,11532,neutral,assertive,neutral
ibrohim budi,12169,10214,neutral,assertive,neutral
ibrohim budi,12170,10426,neutral,assertive,neutral
ibrohim budi,12171,7876,neutral,assertive,neutral
ibrohim budi,12172,11509,religion,assertive,neutral
ibrohim budi,12173,8968,porn,assertive,immoral
ibrohim budi,12174,10467,neutral,expressive,neutral
ibrohim budi,12175,10205,neutral,assertive,neutral
ibrohim budi,12176,7055,neutral,expressive,neutral
ibrohim budi,12177,8820,neutral,expressive,neutral
ibrohim budi,12178,12770,neutral,assertive,neutral
ibrohim budi,12179,7552,neutral,assertive,neutral
ibrohim budi,12180,9901,neutral,assertive,neutral
ibrohim budi,12181,5633,neutral,expressive,defamation
ibrohim budi,12182,10590,neutral,assertive,neutral
ibrohim budi,12183,4728,neutral,expressive,defamation
ibrohim budi,12184,7099,neutral,directive,neutral
ibrohim budi,12185,11449,neutral,assertive,neutral
ibrohim budi,12186,9451,neutral,assertive,neutral
ibrohim budi,12187,12426,religion,assertive,neutral
ibrohim budi,12188,9012,porn,assertive,immoral
ibrohim budi,12189,8488,religion,assertive,neutral
ibrohim budi,12190,7398,neutral,assertive,neutral
ibrohim budi,12191,6370,neutral,assertive,neutral
ibrohim budi,12192,8113,neutral,directive,neutral
ibrohim budi,12193,10853,neutral,expressive,neutral
ibrohim budi,12194,7105,neutral,expressive,defamation
ibrohim budi,12195,9745,neutral,assertive,neutral
ibrohim budi,12196,3843,neutral,directive,neutral
ibrohim budi,12197,10721,religion,expressive,hate speech
ibrohim budi,12198,12970,neutral,expressive,neutral
ibrohim budi,12199,1255,religion,expressive,hate speech
ibrohim budi,12200,6056,porn,directive,immoral
ibrohim budi,12201,6475,neutral,assertive,neutral
ibrohim budi,12202,10958,neutral,assertive,neutral
ibrohim budi,12203,8797,neutral,expressive,defamation
ibrohim budi,12204,10519,religion,assertive,neutral
ibrohim budi,12205,9350,neutral,assertive,neutral
ibrohim budi,12206,10121,neutral,expressive,defamation
ibrohim budi,12207,8379,neutral,assertive,neutral
ibrohim budi,12208,6628,religion,expressive,neutral
ibrohim budi,12209,8991,neutral,directive,neutral
ibrohim budi,12210,7718,neutral,directive,neutral
ibrohim budi,12211,2415,neutral,expressive,defamation
ibrohim budi,12212,11239,neutral,assertive,neutral
ibrohim budi,12213,7061,religion,assertive,neutral
ibrohim budi,12214,6724,neutral,expressive,defamation
ibrohim budi,12215,7681,neutral,assertive,neutral
ibrohim budi,12216,10372,neutral,assertive,neutral
ibrohim budi,12217,9519,neutral,assertive,neutral
ibrohim budi,12218,4886,neutral,expressive,defamation
ibrohim budi,12219,9508,neutral,assertive,neutral
ibrohim budi,12220,9245,neutral,assertive,neutral
ibrohim budi,12221,8931,neutral,assertive,neutral
ibrohim budi,12222,9381,neutral,assertive,neutral
ibrohim budi,12223,2913,neutral,expressive,defamation
ibrohim budi,12224,8314,neutral,assertive,neutral
ibrohim budi,12225,7455,neutral,assertive,neutral
ibrohim budi,12226,11542,neutral,assertive,neutral
ibrohim budi,12227,6463,neutral,assertive,neutral
ibrohim budi,12228,120,religion,directive,hate speech
ibrohim budi,12229,11315,neutral,expressive,neutral
ibrohim budi,12230,10540,religion,expressive,hate speech
ibrohim budi,12231,9393,neutral,assertive,neutral
ibrohim budi,12232,8830,neutral,assertive,neutral
ibrohim budi,12233,7497,neutral,assertive,neutral
ibrohim budi,12234,10648,neutral,directive,neutral
ibrohim budi,12235,10982,neutral,assertive,neutral
ibrohim budi,12236,11768,neutral,assertive,neutral
ibrohim budi,12237,6859,religion,expressive,hate speech
ibrohim budi,12238,7450,neutral,assertive,neutral
ibrohim budi,12239,6200,neutral,expressive,defamation
ibrohim budi,12240,12294,neutral,assertive,neutral
ibrohim budi,12241,7120,neutral,assertive,neutral
ibrohim budi,12242,12466,neutral,assertive,neutral
ibrohim budi,12243,13001,porn,assertive,immoral
ibrohim budi,12244,5694,neutral,expressive,defamation
ibrohim budi,12245,6443,neutral,assertive,neutral
ibrohim budi,12246,10863,porn,assertive,immoral
ibrohim budi,12247,9237,neutral,assertive,neutral
ibrohim budi,12248,6366,neutral,assertive,neutral
ibrohim budi,12249,10068,neutral,directive,neutral
ibrohim budi,12250,5510,neutral,expressive,defamation
ibrohim budi,12251,8910,porn,assertive,immoral
ibrohim budi,12252,8678,neutral,assertive,neutral
ibrohim budi,12253,864,ethnicity,directive,hate speech
ibrohim budi,12254,7201,neutral,directive,neutral
ibrohim budi,12255,6678,neutral,expressive,defamation
ibrohim budi,12256,9949,neutral,assertive,neutral
ibrohim budi,12257,9794,neutral,assertive,neutral
ibrohim budi,12258,11861,neutral,assertive,neutral
ibrohim budi,12259,7925,neutral,assertive,neutral
ibrohim budi,12260,3493,neutral,expressive,defamation
ibrohim budi,12261,9416,neutral,expressive,neutral
ibrohim budi,12262,8970,porn,expressive,immoral
ibrohim budi,12263,11257,neutral,assertive,neutral
ibrohim budi,12264,12153,religion,assertive,neutral
ibrohim budi,12265,4445,neutral,expressive,defamation
ibrohim budi,12266,10672,neutral,assertive,neutral
ibrohim budi,12267,8222,neutral,expressive,defamation
ibrohim budi,12268,12905,ethnicity,expressive,hate speech
ibrohim budi,12269,8645,religion,expressive,hate speech
ibrohim budi,12270,10692,religion,expressive,hate speech
ibrohim budi,12271,9876,neutral,expressive,defamation
ibrohim budi,12272,1337,religion,expressive,hate speech
ibrohim budi,12273,12789,neutral,expressive,neutral
ibrohim budi,12274,1049,religion,expressive,hate speech
ibrohim budi,12275,8062,religion,assertive,neutral
ibrohim budi,12276,8491,neutral,assertive,neutral
ibrohim budi,12277,7373,ethnicity,directive,hate speech
ibrohim budi,12278,7297,neutral,assertive,neutral
ibrohim budi,12279,10388,neutral,assertive,neutral
ibrohim budi,12280,10795,neutral,assertive,neutral
ibrohim budi,12281,6232,gender,assertive,neutral
ibrohim budi,12282,10670,ethnicity,expressive,hate speech
ibrohim budi,12283,8718,neutral,expressive,defamation
ibrohim budi,12284,8408,neutral,assertive,neutral
ibrohim budi,12285,10538,neutral,expressive,neutral
ibrohim budi,12286,6956,neutral,assertive,neutral
ibrohim budi,12287,12501,religion,expressive,hate speech
ibrohim budi,12288,9136,neutral,assertive,neutral
ibrohim budi,12289,10659,neutral,assertive,neutral
ibrohim budi,12290,10855,neutral,expressive,neutral
ibrohim budi,12291,6899,neutral,assertive,neutral
ibrohim budi,12292,12826,neutral,expressive,defamation
ibrohim budi,12293,2124,neutral,expressive,defamation
ibrohim budi,12294,2105,neutral,assertive,neutral
ibrohim budi,12295,9536,neutral,assertive,neutral
ibrohim budi,12296,9899,neutral,expressive,defamation
ibrohim budi,12297,12473,neutral,assertive,neutral
ibrohim budi,12298,10962,neutral,expressive,defamation
ibrohim budi,12299,10268,religion,expressive,neutral
ibrohim budi,12300,7846,neutral,assertive,neutral
ibrohim budi,12301,12334,neutral,expressive,neutral
ibrohim budi,12302,10021,neutral,assertive,neutral
ibrohim budi,12303,9153,neutral,assertive,neutral
ibrohim budi,12304,12038,neutral,expressive,neutral
ibrohim budi,12305,12597,neutral,assertive,neutral
ibrohim budi,12306,12558,neutral,assertive,neutral
ibrohim budi,12307,6114,neutral,assertive,neutral
ibrohim budi,12308,6120,neutral,assertive,neutral
ibrohim budi,12309,6393,neutral,assertive,neutral
ibrohim budi,12310,3302,neutral,directive,neutral
ibrohim budi,12311,7799,neutral,assertive,neutral
ibrohim budi,12312,11727,porn,expressive,immoral
ibrohim budi,12313,11164,neutral,expressive,defamation
ibrohim budi,12314,8250,neutral,assertive,neutral
ibrohim budi,12315,11046,neutral,assertive,neutral
ibrohim budi,12316,7358,neutral,assertive,neutral
ibrohim budi,12317,6502,neutral,assertive,neutral
ibrohim budi,12318,9926,neutral,assertive,neutral
ibrohim budi,12319,8971,religion,expressive,hate speech
ibrohim budi,12320,10133,neutral,assertive,neutral
ibrohim budi,12321,14638,neutral,assertive,neutral
ibrohim budi,12322,8097,neutral,assertive,neutral
ibrohim budi,12323,767,religion,expressive,hate speech
ibrohim budi,12324,11622,neutral,assertive,neutral
ibrohim budi,12325,6340,ethnicity,expressive,hate speech
ibrohim budi,12326,10690,neutral,expressive,neutral
ibrohim budi,12327,6469,neutral,assertive,neutral
ibrohim budi,12328,11098,religion,expressive,neutral
ibrohim budi,12329,2967,neutral,expressive,defamation
ibrohim budi,12330,11213,religion,assertive,neutral
ibrohim budi,12331,10201,neutral,expressive,neutral
ibrohim budi,12332,1096,religion,expressive,hate speech
ibrohim budi,12333,6866,neutral,assertive,neutral
ibrohim budi,12334,10854,neutral,expressive,neutral
ibrohim budi,12335,12578,neutral,expressive,defamation
ibrohim budi,12336,9958,religion,expressive,hate speech
ibrohim budi,12337,8723,neutral,assertive,neutral
ibrohim budi,12338,10210,neutral,expressive,neutral
ibrohim budi,12339,7850,neutral,assertive,neutral
ibrohim budi,12340,766,religion,assertive,neutral
ibrohim budi,12341,6996,neutral,assertive,neutral
ibrohim budi,12342,1245,religion,expressive,hate speech
ibrohim budi,12343,6471,neutral,assertive,neutral
ibrohim budi,12344,10088,religion,assertive,neutral
ibrohim budi,12345,3882,neutral,expressive,defamation
ibrohim budi,12346,1124,ethnicity,expressive,hate speech
ibrohim budi,12347,10879,neutral,directive,neutral
ibrohim budi,12348,12152,neutral,assertive,neutral
ibrohim budi,12349,5552,neutral,expressive,defamation
ibrohim budi,12350,6756,neutral,assertive,neutral
ibrohim budi,12351,12454,religion,assertive,neutral
ibrohim budi,12352,8656,neutral,assertive,neutral
ibrohim budi,12353,265,religion,expressive,hate speech
ibrohim budi,12354,7979,porn,directive,immoral
ibrohim budi,12355,8593,neutral,directive,neutral
ibrohim budi,12356,5135,neutral,assertive,neutral
ibrohim budi,12357,12222,neutral,assertive,neutral
ibrohim budi,12358,7790,neutral,assertive,neutral
ibrohim budi,12359,11511,neutral,directive,neutral
ibrohim budi,12360,1156,religion,expressive,hate speech
ibrohim budi,12361,10040,neutral,assertive,neutral
ibrohim budi,12362,11759,neutral,assertive,neutral
ibrohim budi,12363,757,religion,assertive,neutral
ibrohim budi,12364,3122,neutral,assertive,neutral
ibrohim budi,12365,12925,neutral,assertive,neutral
ibrohim budi,12366,11076,neutral,expressive,neutral
ibrohim budi,12367,176,religion,expressive,hate speech
ibrohim budi,12368,5921,neutral,expressive,defamation
ibrohim budi,12369,7365,religion,assertive,neutral
ibrohim budi,12370,7103,neutral,assertive,neutral
ibrohim budi,12371,14639,neutral,assertive,neutral
ibrohim budi,12372,10416,ethnicity,assertive,neutral
ibrohim budi,12373,9490,neutral,expressive,neutral
ibrohim budi,12374,8641,neutral,assertive,neutral
ibrohim budi,12375,3304,neutral,assertive,neutral
ibrohim budi,12376,9106,neutral,directive,neutral
ibrohim budi,12377,9360,neutral,assertive,neutral
ibrohim budi,12378,10472,neutral,assertive,neutral
ibrohim budi,12379,9849,neutral,assertive,neutral
ibrohim budi,12380,12646,neutral,assertive,neutral
ibrohim budi,12381,10401,ethnicity,expressive,neutral
ibrohim budi,12382,9064,porn,directive,immoral
ibrohim budi,12383,2692,neutral,assertive,neutral
ibrohim budi,12384,12996,neutral,assertive,neutral
ibrohim budi,12385,6335,neutral,expressive,defamation
ibrohim budi,12386,11378,neutral,assertive,neutral
ibrohim budi,12387,5956,neutral,assertive,neutral
ibrohim budi,12388,10974,neutral,assertive,neutral
ibrohim budi,12389,6389,ethnicity,assertive,neutral
ibrohim budi,12390,12090,neutral,expressive,neutral
ibrohim budi,12391,11748,neutral,assertive,neutral
ibrohim budi,12392,7329,neutral,directive,neutral
ibrohim budi,12393,7854,neutral,expressive,neutral
ibrohim budi,12394,6118,neutral,assertive,neutral
ibrohim budi,12395,9438,neutral,assertive,neutral
ibrohim budi,12396,5831,neutral,expressive,defamation
ibrohim budi,12397,7318,neutral,assertive,neutral
ibrohim budi,12398,5093,neutral,expressive,defamation
ibrohim budi,12399,9754,neutral,assertive,neutral
ibrohim budi,12400,12061,neutral,assertive,neutral
ibrohim budi,12401,8699,ethnicity,expressive,hate speech
ibrohim budi,12402,11362,neutral,assertive,neutral
ibrohim budi,12403,7680,neutral,expressive,defamation
ibrohim budi,12404,6669,neutral,assertive,neutral
ibrohim budi,12405,6957,neutral,expressive,defamation
ibrohim budi,12406,4526,neutral,assertive,neutral
ibrohim budi,12407,8082,neutral,assertive,neutral
ibrohim budi,12408,12347,neutral,assertive,neutral
ibrohim budi,12409,10215,porn,assertive,immoral
ibrohim budi,12410,8727,neutral,expressive,defamation
ibrohim budi,12411,5980,neutral,assertive,neutral
ibrohim budi,12412,2425,neutral,expressive,neutral
ibrohim budi,12413,11454,neutral,expressive,neutral
ibrohim budi,12414,10289,neutral,expressive,defamation
ibrohim budi,12415,11855,neutral,assertive,neutral
ibrohim budi,12416,12135,neutral,expressive,neutral
ibrohim budi,12417,9814,religion,assertive,neutral
ibrohim budi,12418,5619,neutral,expressive,defamation
ibrohim budi,12419,10410,neutral,assertive,neutral
ibrohim budi,12420,5695,neutral,expressive,defamation
ibrohim budi,12421,9990,neutral,assertive,neutral
ibrohim budi,12422,8615,neutral,assertive,neutral
ibrohim budi,12423,12211,neutral,expressive,defamation
ibrohim budi,12424,8003,neutral,assertive,neutral
ibrohim budi,12425,7560,neutral,directive,neutral
ibrohim budi,12426,12249,religion,expressive,hate speech
ibrohim budi,12427,6107,neutral,assertive,neutral
ibrohim budi,12428,11492,religion,expressive,hate speech
ibrohim budi,12429,10224,neutral,assertive,neutral
ibrohim budi,12430,6073,neutral,assertive,neutral
ibrohim budi,12431,1235,religion,expressive,hate speech
ibrohim budi,12432,8415,neutral,assertive,neutral
ibrohim budi,12433,11908,neutral,assertive,neutral
ibrohim budi,12434,756,religion,assertive,neutral
ibrohim budi,12435,6868,neutral,assertive,neutral
ibrohim budi,12436,11525,religion,assertive,neutral
ibrohim budi,12437,6105,neutral,assertive,neutral
ibrohim budi,12438,8008,neutral,assertive,neutral
ibrohim budi,12439,12288,neutral,assertive,neutral
ibrohim budi,12440,11245,neutral,assertive,neutral
ibrohim budi,12441,11304,neutral,assertive,neutral
ibrohim budi,12442,6486,neutral,assertive,neutral
ibrohim budi,12443,7115,neutral,assertive,neutral
ibrohim budi,12444,4967,neutral,expressive,defamation
ibrohim budi,12445,7194,neutral,assertive,neutral
ibrohim budi,12446,10294,porn,assertive,immoral
ibrohim budi,12447,10292,porn,assertive,immoral
ibrohim budi,12448,6428,religion,expressive,hate speech
ibrohim budi,12449,10169,neutral,expressive,defamation
ibrohim budi,12450,12120,religion,assertive,neutral
ibrohim budi,12451,10381,neutral,expressive,neutral
ibrohim budi,12452,12822,neutral,assertive,neutral
ibrohim budi,12453,8985,neutral,assertive,neutral
ibrohim budi,12454,6097,neutral,assertive,neutral
ibrohim budi,12455,10132,religion,assertive,neutral
ibrohim budi,12456,12148,neutral,assertive,neutral
ibrohim budi,12457,12489,neutral,expressive,neutral
ibrohim budi,12458,8092,religion,expressive,hate speech
ibrohim budi,12459,5149,neutral,expressive,defamation
ibrohim budi,12460,6816,neutral,assertive,neutral
ibrohim budi,12461,8431,neutral,assertive,neutral
ibrohim budi,12462,7142,religion,assertive,neutral
ibrohim budi,12463,4401,neutral,assertive,neutral
ibrohim budi,12464,4556,neutral,expressive,defamation
ibrohim budi,12465,9220,religion,assertive,neutral
ibrohim budi,12466,11737,neutral,assertive,neutral
ibrohim budi,12467,9110,neutral,assertive,neutral
ibrohim budi,12468,761,religion,assertive,neutral
ibrohim budi,12469,10845,neutral,assertive,neutral
ibrohim budi,12470,11575,ethnicity,expressive,neutral
ibrohim budi,12471,11440,neutral,assertive,neutral
ibrohim budi,12472,8700,neutral,assertive,neutral
ibrohim budi,12473,12839,ethnicity,assertive,neutral
ibrohim budi,12474,10928,neutral,expressive,defamation
ibrohim budi,12475,7669,neutral,assertive,neutral
ibrohim budi,12476,7199,neutral,assertive,neutral
ibrohim budi,12477,12237,religion,assertive,neutral
ibrohim budi,12478,1040,religion,expressive,hate speech
ibrohim budi,12479,10554,neutral,expressive,defamation
ibrohim budi,12480,6504,ethnicity,assertive,neutral
ibrohim budi,12481,5328,neutral,expressive,defamation
ibrohim budi,12482,12547,neutral,assertive,neutral
ibrohim budi,12483,11303,neutral,assertive,neutral
ibrohim budi,12484,12400,religion,assertive,neutral
ibrohim budi,12485,10385,neutral,assertive,neutral
ibrohim budi,12486,12342,ethnicity,expressive,neutral
ibrohim budi,12487,8034,neutral,assertive,neutral
ibrohim budi,12488,7013,neutral,assertive,neutral
ibrohim budi,12489,11326,neutral,expressive,defamation
ibrohim budi,12490,5664,neutral,expressive,defamation
ibrohim budi,12491,5303,neutral,assertive,neutral
ibrohim budi,12492,11121,neutral,expressive,defamation
ibrohim budi,12493,452,religion,assertive,neutral
ibrohim budi,12494,9866,porn,assertive,immoral
ibrohim budi,12495,8386,neutral,assertive,neutral
ibrohim budi,12496,215,religion,expressive,hate speech
ibrohim budi,12497,11052,neutral,assertive,neutral
ibrohim budi,12498,2318,neutral,expressive,defamation
ibrohim budi,12499,10192,religion,assertive,neutral
ibrohim budi,12500,11269,neutral,assertive,neutral
ibrohim budi,12501,9717,neutral,assertive,neutral
ibrohim budi,12502,12111,religion,assertive,neutral
ibrohim budi,12503,10443,neutral,assertive,neutral
ibrohim budi,12504,7415,religion,assertive,neutral
ibrohim budi,12505,721,religion,assertive,neutral
ibrohim budi,12506,11282,neutral,assertive,neutral
ibrohim budi,12507,12051,neutral,assertive,neutral
ibrohim budi,12508,7223,ethnicity,directive,neutral
ibrohim budi,12509,10861,neutral,expressive,defamation
ibrohim budi,12510,6603,neutral,expressive,defamation
ibrohim budi,12511,8276,neutral,assertive,neutral
ibrohim budi,12512,6739,neutral,assertive,neutral
